Store,ST_AS,Sales,Customers,Promo,StateHoliday,SchoolHoliday,Promo2,PromoInterval
958,0,3532.521,468.346,0.382,0.04,0.184,0,0
959,8,5868.71,619.706,0.382,0.04,0.184,0,0
960,3,5574.45,458.536,0.382,0.044,0.205,1,1
961,11,5393.406,569.642,0.382,0.046,0.18,0,0
962,2,5440.564,738.961,0.382,0.046,0.18,0,0
963,8,8901.705,840.372,0.382,0.048,0.183,0,0
964,0,7998.619,1143.497,0.382,0.049,0.165,1,1
965,8,7034.607,750.726,0.382,0.044,0.205,0,0
966,0,3984.377,504.66,0.382,0.046,0.18,0,0
967,8,7145.937,763.556,0.382,0.046,0.18,1,0
968,2,5955.14,725.323,0.382,0.048,0.183,0,0
969,8,2807.98,480.197,0.382,0.049,0.165,1,0
970,0,2732.458,331.775,0.382,0.044,0.205,1,0
971,2,6786.403,808.555,0.382,0.041,0.177,1,2
972,0,2550.559,289,0.382,0.046,0.178,0,0
973,11,5326.463,653.196,0.382,0.046,0.18,1,0
974,0,9470.282,1281.272,0.377,0.051,0.164,1,0
975,8,6380.636,615.123,0.382,0.046,0.18,1,0
976,0,5768.045,593.545,0.382,0.046,0.18,0,0
977,0,3923.867,419.646,0.377,0.051,0.164,1,0
978,10,5973.023,804.49,0.382,0.048,0.183,0,0
979,8,5200.433,528.292,0.382,0.041,0.177,1,0
980,0,5804.969,458.773,0.382,0.046,0.18,0,0
981,11,6051.966,624.518,0.382,0.046,0.178,0,0
982,3,6672.461,572.714,0.382,0.048,0.183,0,0
983,0,8430.018,1133.828,0.382,0.046,0.18,1,0
984,2,4998.049,609.884,0.382,0.046,0.18,1,0
985,10,6918.153,639.049,0.382,0.049,0.165,1,0
986,0,5097.702,678.644,0.382,0.046,0.18,1,1
987,2,5698.861,721.967,0.382,0.04,0.184,0,0
988,0,3914.227,601.962,0.383,0.039,0.168,0,0
989,0,4301.863,470.64,0.377,0.051,0.164,1,0
990,3,5306.927,474.857,0.382,0.048,0.183,0,0
991,0,4760.637,443.874,0.382,0.046,0.18,0,0
992,0,4726.918,579.82,0.382,0.046,0.18,0,0
993,11,6307.923,623.362,0.382,0.048,0.183,1,0
994,0,3754.016,365.528,0.382,0.046,0.18,1,0
995,3,7671.115,652.584,0.382,0.048,0.183,0,0
996,2,5300.643,567.282,0.382,0.048,0.183,1,0
997,11,4276.363,341.851,0.382,0.044,0.205,1,0
998,0,3560.789,440.693,0.382,0.049,0.165,1,1
999,11,7604.375,546.829,0.382,0.048,0.183,1,0
1000,8,6115.468,558.938,0.377,0.051,0.164,1,0
1001,2,4500.004,515.524,0.382,0.041,0.177,1,0
1002,11,5046.486,597.046,0.382,0.04,0.184,0,0
1003,0,6105.312,639.331,0.382,0.046,0.18,1,0
1004,11,4238.664,370.821,0.377,0.051,0.164,1,2
1005,0,5132.122,774.61,0.382,0.046,0.18,0,0
1006,10,5276.146,717.279,0.382,0.046,0.178,1,1
1007,10,5822.743,679.255,0.382,0.04,0.169,0,0
1008,8,4436.927,596.449,0.382,0.04,0.179,0,0
1009,0,3915.962,375.949,0.377,0.051,0.164,1,0
1010,11,7385.71,672.035,0.382,0.04,0.169,1,1
1011,8,6515.018,780.098,0.382,0.046,0.18,1,1
1012,11,4964.274,424.251,0.377,0.051,0.164,1,0
1013,0,3302.531,366.462,0.382,0.046,0.18,1,1
1014,8,10094.588,1116.109,0.382,0.046,0.18,1,0
1015,11,4994.886,407.259,0.382,0.046,0.159,1,2
1016,10,4473.391,413.641,0.382,0.046,0.18,1,2
1017,2,5880.506,829.209,0.382,0.048,0.183,0,0
1018,10,9752.87,1128.569,0.382,0.04,0.184,0,0
1019,11,7455.456,619.358,0.377,0.051,0.164,1,0
1020,0,7488.689,920.212,0.382,0.044,0.205,0,0
1021,0,7256.758,868.097,0.382,0.04,0.184,0,0
1022,8,6057.515,680.61,0.382,0.046,0.18,0,0
1023,2,5094.524,521.795,0.382,0.048,0.183,1,0
1024,10,5106.379,653.694,0.382,0.04,0.169,0,0
1025,0,6116.973,713.969,0.382,0.046,0.159,0,0
1026,2,7852.532,976.056,0.382,0.046,0.18,1,2
1027,8,10770.247,1362.654,0.377,0.051,0.164,1,0
1028,0,3913.719,452.002,0.382,0.046,0.18,1,0
1029,0,4484.998,627.413,0.382,0.046,0.178,0,0
1030,0,2989.727,274.837,0.382,0.046,0.178,0,0
1031,3,4005.694,345.645,0.382,0.046,0.18,0,0
1032,11,7613.859,798.446,0.382,0.046,0.178,1,0
1033,0,11539.565,1081.313,0.382,0.04,0.184,0,0
1034,0,5385.292,603.132,0.382,0.048,0.183,0,0
1035,0,4037.998,478.156,0.382,0.048,0.183,0,0
1036,11,4123.41,389.992,0.382,0.046,0.18,1,0
1037,8,5718.711,723.651,0.382,0.046,0.18,0,0
1038,3,4839.178,421.317,0.377,0.051,0.164,0,0
1039,8,6696.262,849.07,0.382,0.046,0.18,1,2
1040,0,7192.527,716.278,0.382,0.046,0.18,1,0
1041,2,5015.154,538.278,0.377,0.051,0.164,1,0
1042,0,3416.395,452.231,0.382,0.046,0.18,1,1
1043,2,7280.686,999.411,0.382,0.046,0.178,0,0
1044,2,5462.111,738.031,0.382,0.049,0.165,1,0
1045,8,7063.894,857.923,0.382,0.04,0.169,0,0
1046,11,7202.459,566.423,0.382,0.046,0.178,0,0
1047,0,4024.548,433.017,0.382,0.046,0.18,1,1
1048,11,5724.685,441.857,0.382,0.04,0.169,1,0
1049,0,3270.325,522.1,0.377,0.051,0.164,1,0
1050,11,6126.551,429.238,0.382,0.044,0.205,1,2
1051,2,6091.211,818.323,0.382,0.049,0.165,1,0
1052,8,6011.528,625.248,0.382,0.046,0.18,1,1
1053,0,7434.107,840.406,0.382,0.04,0.222,0,0
1054,8,5022.121,513.492,0.382,0.04,0.169,1,1
1055,2,6578.691,823.236,0.382,0.04,0.184,0,0
1056,11,3186.751,303.968,0.377,0.051,0.164,1,0
1057,11,5346.511,532.997,0.382,0.04,0.169,0,0
1058,8,6006.519,579.627,0.382,0.046,0.18,1,2
1059,2,7011.517,960.235,0.382,0.04,0.179,0,0
1060,8,6059.424,701.354,0.382,0.046,0.18,1,1
1061,11,6085.955,457.565,0.382,0.049,0.165,0,0
1062,3,5297.515,489.917,0.382,0.046,0.159,1,1
1063,8,3554.872,441.891,0.382,0.04,0.179,0,0
1064,8,7819.423,883.081,0.382,0.046,0.18,0,0
1065,0,3444.93,398.198,0.377,0.051,0.164,1,2
1066,0,9157.731,931.101,0.382,0.046,0.18,0,0
1067,11,4723.414,402.391,0.377,0.051,0.164,0,0
1068,11,3663.561,255.325,0.382,0.049,0.165,1,0
1069,8,5234.311,659.721,0.382,0.041,0.177,1,0
1070,10,5854.792,722.373,0.382,0.04,0.222,0,0
1071,0,5016.29,606.41,0.382,0.04,0.169,1,2
1072,8,5641.475,530.971,0.382,0.046,0.18,1,1
1073,8,6017.644,759.37,0.382,0.046,0.18,1,0
1074,10,4261.221,460.057,0.382,0.048,0.183,1,0
1075,8,9558.965,909.473,0.382,0.04,0.184,0,0
1076,8,2993.631,451.067,0.382,0.046,0.18,1,0
1077,0,3712.876,410.124,0.382,0.046,0.18,1,2
1078,11,5615.582,431.911,0.382,0.049,0.165,1,0
1079,0,7200.88,571.512,0.382,0.044,0.205,1,0
1080,0,8362.343,690.544,0.377,0.051,0.164,1,0
1081,1,4761.321,753.125,0.382,0.04,0.184,0,0
1082,2,5833.263,856.755,0.382,0.048,0.183,0,0
1083,11,4266.788,299.011,0.382,0.044,0.205,1,1
1084,0,5206.169,670.726,0.382,0.044,0.205,1,0
1085,2,6297.995,632.793,0.382,0.04,0.184,0,0
1086,0,6365.241,695.715,0.382,0.044,0.205,1,1
1087,11,5228.5,512.247,0.382,0.04,0.222,0,0
1088,0,4204.866,401.2,0.382,0.046,0.18,1,0
1089,3,8402.583,829.093,0.382,0.046,0.18,0,0
1090,0,5343.308,650.547,0.382,0.048,0.183,1,0
1091,8,6888.169,580.253,0.382,0.04,0.169,0,0
1092,0,9814.584,955.995,0.377,0.051,0.164,1,0
1093,10,6904.761,719.927,0.382,0.048,0.183,0,0
1094,3,3753.922,306.768,0.377,0.051,0.164,1,0
1095,0,3969.286,562.702,0.382,0.041,0.177,1,0
1096,8,4512.348,523.52,0.382,0.046,0.18,1,2
1097,5,9744.6,2420.921,0.382,0.046,0.159,0,0
1098,0,4354.998,587.134,0.382,0.048,0.183,0,0
1099,8,7340.339,928.976,0.382,0.04,0.169,1,0
1100,0,4423.964,546.182,0.382,0.046,0.18,1,0
1101,11,8299.636,822.659,0.382,0.04,0.169,0,0
1102,0,5744.054,579.722,0.377,0.051,0.164,1,0
1103,11,4161.639,319.749,0.382,0.044,0.205,1,1
1104,3,4481.546,353.846,0.377,0.051,0.164,1,0
1105,10,3774.737,421.781,0.382,0.046,0.18,1,1
1106,8,4073.218,464.086,0.382,0.04,0.169,1,0
1107,0,5121.85,549.466,0.377,0.051,0.164,1,0
1108,0,4758.598,488.756,0.382,0.048,0.183,0,0
1109,2,4043.168,371.179,0.377,0.051,0.164,1,0
1110,10,3766.97,449,0.382,0.04,0.184,0,0
1111,0,4342.968,373.549,0.382,0.046,0.18,1,0
1112,10,8465.28,693.499,0.382,0.046,0.18,0,0
1113,8,5516.18,596.763,0.382,0.04,0.169,0,0
1114,8,17200.196,2664.057,0.382,0.04,0.179,0,0
1115,11,5225.296,358.688,0.382,0.044,0.205,1,2
